prob,traj,current_path,matched_position_on_prev_edge,matched_position_on_current_edge
Path1
1,"[33.59296045921145, 130.351547006639]","(6584, 6591)","(33.5928128, 130.3515609)","(33.5928128, 130.3515609)"
-547.7374740078242,"[33.59260814988303, 130.3520764856752]","(6584, 6585)","(33.5926465, 130.3519526)","(33.5926465, 130.3519526)"
-671.1149822811531,"[33.59254697450651, 130.3520846796956]","(6584, 6585)","(33.5926465, 130.3519526)","(33.5926465, 130.3519526)"
Path3
1,"[33.59296045921145, 130.351547006639]","(6584, 6591)","(33.5928128, 130.3515609)","(33.5928128, 130.3515609)"
-125.94628410117066,"[33.59287902902214, 130.351613575714]","(6580, 6584)","(33.5928128, 130.3515609)","(33.5926327, 130.3516414)"
-143.20334540204237,"[33.59277604895978, 130.3516131733827]","(6584, 6591)","(33.5926327, 130.3516414)","(33.59276269448564, 130.35158329585735)"
-163.30256079923652,"[33.59269823975264, 130.3516586032979]","(6584, 6591)","(33.59276269448564, 130.35158329585735)","(33.59268091721818, 130.3516198481618)"
-197.64635046841752,"[33.59268391508012, 130.3518134170494]","(6584, 6585)","(33.59268091721818, 130.3516198481618)","(33.592640413548224, 130.35181534610192)"
-238.7449752316759,"[33.59269942160098, 130.351901577907]","(6584, 6585)","(33.592640413548224, 130.35181534610192)","(33.5926443457551, 130.35190402021635)"
-274.2923966985952,"[33.59269730936138, 130.351952389004]","(6584, 6585)","(33.5926443457551, 130.35190402021635)","(33.5926465, 130.3519526)"
-289.7765820695132,"[33.59266936866817, 130.3519684395866]","(6584, 6585)","(33.5926465, 130.3519526)","(33.5926465, 130.3519526)"
-299.28699388578656,"[33.59266443446968, 130.3519258352297]","(6584, 6585)","(33.5926465, 130.3519526)","(33.59264535065739, 130.3519266814913)"
-427.12200842539755,"[33.59264466573155, 130.3520718969194]","(6584, 6585)","(33.59264535065739, 130.3519266814913)","(33.5926465, 130.3519526)"
-547.7374740078242,"[33.59260814988303, 130.3520764856752]","(6584, 6585)","(33.5926465, 130.3519526)","(33.5926465, 130.3519526)"
-671.1149822811531,"[33.59254697450651, 130.3520846796956]","(6584, 6585)","(33.5926465, 130.3519526)","(33.5926465, 130.3519526)"
Path4
1,"[33.59296045921145, 130.351547006639]","(6584, 6591)","(33.5928128, 130.3515609)","(33.5928128, 130.3515609)"
-91.4146071778345,"[33.59287902902214, 130.351613575714]","(6584, 6591)","(33.5928128, 130.3515609)","(33.5928128, 130.3515609)"
-110.20514013794991,"[33.59277604895978, 130.3516131733827]","(6584, 6591)","(33.5928128, 130.3515609)","(33.59276269448564, 130.35158329585735)"
-173.04614588648082,"[33.59269823975264, 130.3516586032979]","(6584, 6585)","(33.59276269448564, 130.35158329585735)","(33.59263359000054, 130.35166147015707)"
-200.05221608729516,"[33.59268391508012, 130.3518134170494]","(6584, 6585)","(33.59263359000054, 130.35166147015707)","(33.592640413548224, 130.35181534610192)"
-241.15084085055355,"[33.59269942160098, 130.351901577907]","(6584, 6585)","(33.592640413548224, 130.35181534610192)","(33.5926443457551, 130.35190402021635)"
-276.6982623174729,"[33.59269730936138, 130.351952389004]","(6584, 6585)","(33.5926443457551, 130.35190402021635)","(33.5926465, 130.3519526)"
-292.1824476883909,"[33.59266936866817, 130.3519684395866]","(6584, 6585)","(33.5926465, 130.3519526)","(33.5926465, 130.3519526)"
-301.6928595046642,"[33.59266443446968, 130.3519258352297]","(6584, 6585)","(33.5926465, 130.3519526)","(33.59264535065739, 130.3519266814913)"
-429.5278740442752,"[33.59264466573155, 130.3520718969194]","(6584, 6585)","(33.59264535065739, 130.3519266814913)","(33.5926465, 130.3519526)"
-550.1433396267018,"[33.59260814988303, 130.3520764856752]","(6584, 6585)","(33.5926465, 130.3519526)","(33.5926465, 130.3519526)"
-673.5208479000307,"[33.59254697450651, 130.3520846796956]","(6584, 6585)","(33.5926465, 130.3519526)","(33.5926465, 130.3519526)"
Path5
1,"[33.59296045921145, 130.351547006639]","(6584, 6591)","(33.5928128, 130.3515609)","(33.5928128, 130.3515609)"
-91.4146071778345,"[33.59287902902214, 130.351613575714]","(6584, 6591)","(33.5928128, 130.3515609)","(33.5928128, 130.3515609)"
-110.20514013794991,"[33.59277604895978, 130.3516131733827]","(6584, 6591)","(33.5928128, 130.3515609)","(33.59276269448564, 130.35158329585735)"
-175.07822226954755,"[33.59269823975264, 130.3516586032979]","(6580, 6584)","(33.59276269448564, 130.35158329585735)","(33.5926327, 130.3516414)"
-203.70125284093427,"[33.59268391508012, 130.3518134170494]","(6584, 6585)","(33.5926327, 130.3516414)","(33.592640413548224, 130.35181534610192)"
-244.79987760419266,"[33.59269942160098, 130.351901577907]","(6584, 6585)","(33.592640413548224, 130.35181534610192)","(33.5926443457551, 130.35190402021635)"
-280.34729907111193,"[33.59269730936138, 130.351952389004]","(6584, 6585)","(33.5926443457551, 130.35190402021635)","(33.5926465, 130.3519526)"
-295.83148444202993,"[33.59266936866817, 130.3519684395866]","(6584, 6585)","(33.5926465, 130.3519526)","(33.5926465, 130.3519526)"
-305.3418962583033,"[33.59266443446968, 130.3519258352297]","(6584, 6585)","(33.5926465, 130.3519526)","(33.59264535065739, 130.3519266814913)"
-433.1769107979143,"[33.59264466573155, 130.3520718969194]","(6584, 6585)","(33.59264535065739, 130.3519266814913)","(33.5926465, 130.3519526)"
-553.7923763803409,"[33.59260814988303, 130.3520764856752]","(6584, 6585)","(33.5926465, 130.3519526)","(33.5926465, 130.3519526)"
-677.1698846536697,"[33.59254697450651, 130.3520846796956]","(6584, 6585)","(33.5926465, 130.3519526)","(33.5926465, 130.3519526)"
Path6
1,"[33.59296045921145, 130.351547006639]","(6584, 6591)","(33.5928128, 130.3515609)","(33.5928128, 130.3515609)"
-125.94628410117066,"[33.59287902902214, 130.351613575714]","(6584, 6585)","(33.5928128, 130.3515609)","(33.5926327, 130.3516414)"
-143.20334540204237,"[33.59277604895978, 130.3516131733827]","(6584, 6591)","(33.5926327, 130.3516414)","(33.59276269448564, 130.35158329585735)"
-206.04435115057328,"[33.59269823975264, 130.3516586032979]","(6584, 6585)","(33.59276269448564, 130.35158329585735)","(33.59263359000054, 130.35166147015707)"
-233.05042135138763,"[33.59268391508012, 130.3518134170494]","(6584, 6585)","(33.59263359000054, 130.35166147015707)","(33.592640413548224, 130.35181534610192)"
-274.149046114646,"[33.59269942160098, 130.351901577907]","(6584, 6585)","(33.592640413548224, 130.35181534610192)","(33.5926443457551, 130.35190402021635)"
-309.69646758156534,"[33.59269730936138, 130.351952389004]","(6584, 6585)","(33.5926443457551, 130.35190402021635)","(33.5926465, 130.3519526)"
-325.18065295248334,"[33.59266936866817, 130.3519684395866]","(6584, 6585)","(33.5926465, 130.3519526)","(33.5926465, 130.3519526)"
-334.6910647687567,"[33.59266443446968, 130.3519258352297]","(6584, 6585)","(33.5926465, 130.3519526)","(33.59264535065739, 130.3519266814913)"
-462.5260793083677,"[33.59264466573155, 130.3520718969194]","(6584, 6585)","(33.59264535065739, 130.3519266814913)","(33.5926465, 130.3519526)"
-583.1415448907943,"[33.59260814988303, 130.3520764856752]","(6584, 6585)","(33.5926465, 130.3519526)","(33.5926465, 130.3519526)"
-706.5190531641231,"[33.59254697450651, 130.3520846796956]","(6584, 6585)","(33.5926465, 130.3519526)","(33.5926465, 130.3519526)"
Path7
1,"[33.59296045921145, 130.351547006639]","(6584, 6591)","(33.5928128, 130.3515609)","(33.5928128, 130.3515609)"
-125.94628410117066,"[33.59287902902214, 130.351613575714]","(6580, 6584)","(33.5928128, 130.3515609)","(33.5926327, 130.3516414)"
-143.20334540204237,"[33.59277604895978, 130.3516131733827]","(6584, 6591)","(33.5926327, 130.3516414)","(33.59276269448564, 130.35158329585735)"
-206.04435115057328,"[33.59269823975264, 130.3516586032979]","(6584, 6585)","(33.59276269448564, 130.35158329585735)","(33.59263359000054, 130.35166147015707)"
-233.05042135138763,"[33.59268391508012, 130.3518134170494]","(6584, 6585)","(33.59263359000054, 130.35166147015707)","(33.592640413548224, 130.35181534610192)"
-274.149046114646,"[33.59269942160098, 130.351901577907]","(6584, 6585)","(33.592640413548224, 130.35181534610192)","(33.5926443457551, 130.35190402021635)"
-309.69646758156534,"[33.59269730936138, 130.351952389004]","(6584, 6585)","(33.5926443457551, 130.35190402021635)","(33.5926465, 130.3519526)"
-325.18065295248334,"[33.59266936866817, 130.3519684395866]","(6584, 6585)","(33.5926465, 130.3519526)","(33.5926465, 130.3519526)"
-334.6910647687567,"[33.59266443446968, 130.3519258352297]","(6584, 6585)","(33.5926465, 130.3519526)","(33.59264535065739, 130.3519266814913)"
-462.5260793083677,"[33.59264466573155, 130.3520718969194]","(6584, 6585)","(33.59264535065739, 130.3519266814913)","(33.5926465, 130.3519526)"
-583.1415448907943,"[33.59260814988303, 130.3520764856752]","(6584, 6585)","(33.5926465, 130.3519526)","(33.5926465, 130.3519526)"
-706.5190531641231,"[33.59254697450651, 130.3520846796956]","(6584, 6585)","(33.5926465, 130.3519526)","(33.5926465, 130.3519526)"
